siteid,sitename,Gage_Statu,operator,datasource,sitestatus,stage_yn,stage_por,stage_stat,stage_real,flow_yn,flow_por,flow_statu,flow_realt,watqual_yn,watqual_po,watqual_st,watqual_re,temp_yn,temp_por,temp_statu,temp_realt,strmorder,ucdstrmcla,streamtype,totdasqkm,totdasqmi,weblink,gnisid_med,rchcd_medr,comid_medr,wtrshdnm_h,huc8,wtrshdnm_1,huc10,wtrshdnm_2,huc12,GageGap_St,Reactivate,Gage_Histo,AddFlow_2s,AddFlow_2W,AddTelemet,AddTemp_2F,Infrastruc,waterbody,Tier,Primary_Be,SB19_Actio,CNRFC,reference_,refpotenti,ecosysmgmt,wtrsupply,wtrquality,pubsafety,geometry,siteid_str
EDV,COYOTE CREEK AT EDENVALE,Active-Limited Use,OTHER,CDEC,Active,Y,6583,Active,Y,N,0,,N,N,0,,N,N,0,,N,5,"Flashy, ephemeral rain (FER)",Stream/River - Perennial,603.2502,232.91610872,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=EDV,255083,18050003000061,948050176,Coyote,18050003,Lower Coyote Creek-Frontal San Francisco Bay Estuaries,1805000302,Metcalfe Canyon-Coyote Creek,180500030202,AWG,N,0,Y,N,N,Y,,,0,multi-benefit,High Priority - Add Water Temperature,Model,,,,B,B,,POINT (-159136.91229999997 -81366.44109999947),EDV
EFM,EAST FK OF WEST FK MOJAVE R UPR MILLER,Active-Limited Use,DWR,CDEC,Active,Y,5511,Active,Y,N,0,,N,N,0,,N,N,0,,N,3,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,31.1868,12.04128585,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=EFM,254055,18090208000754,22658611,Mojave,18090208,West Fork Mojave River,1809020802,Silverwood Lake-West Fork Mojave River,180902080201,AWG,N,0,Y,N,N,Y,,,1,flood,High Priority - Add Water Temperature,,,,,,B,B,POINT (249302.13340000063 -412622.4018000001),EFM
EGN,LAGUNA CR - FLORIN NEAR EAGLES NEST ROAD,Active-Limited Use,OTHER,CDEC,Active,Y,9108,Active,Y,N,0,,N,N,0,,N,N,0,,N,3,Winter storms (WS),Stream/River - Intermittent,33.912,13.09349102,http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=EGN,,18020163016108,948021178,Lower Sacramento,18020163,Morrison Creek,1802016304,Laguna Creek,180201630403,AWG,N,0,Y,N,N,Y,,,0,multi-benefit,High Priority - Add Water Temperature,,,,,B,,,POINT (-109781.74969999865 52849.79179999977),EGN
EPK,EAST PARK RESERVOIR,Active-High Quality,OTHER,CDEC,Active,Y,21,Inactive,N,Y,4081,Active,Y,N,0,,N,N,0,,N,5,"Flashy, ephemeral rain (FER)",Stream/River - Perennial,555.1884,214.35935162,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=EPK,227380,18020115000231,7994729,Upper Stony,18020115,Little Stony Creek,1802011501,East Park Reservoir-Little Stony Creek,180201150104,WG,N,0,N,N,N,Y,,,0,NA,None - Needs Water Temperature,,,,,,,,POINT (-216770.52999999933 153039.49379999936),EPK
FCC,FRENCH CREEK AT HWY 3 NEAR CALLAHAN,Active-Limited Use,DWR,CDEC,Active,Y,6034,Active,Y,N,0,,N,N,0,,N,N,0,,N,3,High elevation low precipitation (HLP),Stream/River - Perennial,79.6104,30.73773466,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=FCC,260383,18010208000083,3801011,Scott,18010208,French Creek-Scott River,1801020802,French Creek,180102080203,AWG,N,0,Y,N,N,Y,,,0,multi-benefit,High Priority - Add Water Temperature,,,,B,Y,,,POINT (-239256.24129999988 380819.27339999937),FCC
FDT,FRENCHMAN DAM TAILRACE,Active-Limited Use,DWR,CDEC,Active,Y,1228,Active,Y,N,0,,N,N,0,,N,N,0,,N,4,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,215.9262,83.36953767,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=FDT,262656,18020123000292,8039053,Middle Fork Feather,18020123,Little Last Chance Creek,1802012301,Frenchman Lake-Little Last Chance Creek,180201230102,AWG,N,0,Y,N,N,Y,,,1,flood,Upgrade,,,,,Y,B,B,POINT (-16253.74410000071 208561.88859999925),FDT
FEW,SACRAMENTO R AT FREMONT WEIR EAST END,Active-Limited Use,DWR,CDEC,Active,Y,555,Active,Y,N,0,,N,N,0,,N,N,0,,N,7,Groundwater (GW),Artificial Path,36238.6908,13991.8309953,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=FEW,1654949,18020104004149,2858219,Sacramento-Stone Corral,18020104,Sacramento River,1802010412,Packer Lake-Sacramento River,180201041203,AWG,N,0,Y,N,N,Y,,,0,multi-benefit,High Priority - Add Water Temperature,,,,B,B,B,F,POINT (-141950.01429999992 84686.5781999994),FEW
FLO,FEATHER RIVER AT LIVE OAK,Active-Limited Use,OTHER,CDEC,Active,Y,8513,Active,Y,N,0,,N,N,0,,N,N,0,,N,6,High-volume snowmelt and rain (HSR),Artificial Path,10019.8719,3868.69258033,http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=FLO,223423,18020159004650,7972549,Honcut Headwaters-Lower Feather,18020159,Lower Feather River,1802015905,Ellis Lake-Feather River,180201590502,AWG,N,0,Y,N,N,Y,,,0,multi-benefit,High Priority - Add Water Temperature,,,,B,B,,,POINT (-141103.77219999954 138116.9693),FLO
FPT,SACRAMENTO RIVER AT FREEPORT,Active-High Quality,USGS,NWIS,Active,Y,13514,Active,Y,Y,26389,Active,Y,Y,4046,Active,Y,Y,3282,Inactive,N,7,High-volume snowmelt and rain (HSR),Artificial Path,59572.5345,23001.0747155,http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=FPT,1654949,18020163016554,15048349,Lower Sacramento,18020163,Sherman Lake-Sacramento River,1802016307,Lake Greenhaven-Sacramento River,180201630701,WG,N,0,N,N,N,Y,,,0,multi-benefit,High Priority - Add Water Temperature,,,,B,B,B,,POINT (-130862.55909999833 49228.29820000008),FPT
FS1,MERCED RIVER AT FERGUSON SLIDE UPSTREAM,Active-Limited Use,OTHER,CDEC,Active,Y,2165,Active,Y,N,0,,N,Y,2165,Active,Y,Y,2165,Active,Y,5,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,1713.2553,661.49129784,http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=FS1,272412,18040008000034,21609935,Upper Merced,18040008,Bear Creek-Merced River,1804000805,Ned Gulch-Merced River,180400080501,AWG,N,0,Y,Y,N,N,,,0,NA,None,,,,,,,,POINT (9051.979699999094 -40142.95179999992),FS1
FS2,MERCED RIVER AT FERGUSON SLIDE DOWNSTRM,Active-Limited Use,OTHER,CDEC,Active,Y,2165,Active,Y,N,0,,N,Y,2165,Active,Y,Y,2165,Active,Y,5,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,1713.2553,661.49129784,http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=FS2,272412,18040008000034,21609935,Upper Merced,18040008,Bear Creek-Merced River,1804000805,Ned Gulch-Merced River,180400080501,AWG,N,0,Y,Y,N,N,,,0,NA,None,,,,,,,,POINT (8785.386300001293 -39599.53089999966),FS2
GAL,ARROYO PASAJERO AT GALE AVENUE,Active-Limited Use,DWR,CDEC,Active,Y,12738,Active,Y,N,0,,N,N,0,,N,N,0,,N,1,,Pipeline,0.0,0.0,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=GAL,270163,18030012009116,17152186,Tulare Lake Bed,18030012,Arroyo Torcido-Frontal Tulare Lake Bed,1803001223,180300122303-Frontal Tulare Lake Bed,180300122303,AWG,N,0,Y,N,N,Y,,,0,NA,None - Needs Water Temperature,,,,,,,,POINT (-4417.727299999446 -203929.35869999975),GAL
GCA,GRAYSON CREEK AT CENTER AVE,Active-Limited Use,OTHER,CDEC,Active,Y,1235,Active,Y,N,0,,N,N,0,,N,N,0,,N,3,Rain and seasonal groundwater (RGW),Stream/River - Perennial,263.9142,101.89780045,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=GCA,224526,18050001000161,2789555,Suisun Bay,18050001,Walnut Creek-Frontal Suisin Bay Estuaries,1805000102,Walnut Creek-Frontal Suisin Bay Estuaries,180500010204,AWG,N,0,Y,N,N,Y,,,0,NA,None - Needs Water Temperature,,,,,,,,POINT (-181442.68400000036 -1693.3687999993563),GCA
GCC,GRAYSON CREEK AT CITY YARD,Active-Limited Use,OTHER,CDEC,Active,Y,1396,Active,Y,N,0,,N,N,0,,N,N,0,,N,3,Perennial groundwater and rain (PGR),Stream/River - Perennial,254.4543,98.24531414,http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=GCC,224526,18050001000162,2789273,Suisun Bay,18050001,Walnut Creek-Frontal Suisin Bay Estuaries,1805000102,Walnut Creek-Frontal Suisin Bay Estuaries,180500010204,AWG,N,0,Y,N,N,Y,,,0,NA,None - Needs Water Temperature,,,,,,,,POINT (-181272.15860000066 -3959.677100000903),GCC
GCT,GRANTLINE CANAL AT TRACY RD BRIDGE,Active-Limited Use,DWR,CDEC,Active,Y,8553,Active,Y,N,0,,N,Y,4659,Inactive,N,Y,4659,Inactive,N,0,,Canal/Ditch,36324.9261,0.0,https://sanjoaquin.onerain.com/site.php?site_id=12961&site=cfab06a8-fbaa-4a72-8bc2-efdb6f6189ab,,18040003004599,1894560,San Joaquin Delta,18040003,Old River,1804000306,Lower Old River,180400030605,AWG,N,0,Y,N,N,Y,Y,,0,multi-benefit,High Priority - Add Water Temperature,,,,,Y,B,,POINT (-127442.57490000129 -20869.78539999947),GCT
GLC,GRANTLINE CANAL (USGS),Active-High Quality,DWR,CDEC,Active,Y,5634,Active,Y,Y,6294,Active,Y,Y,4928,Active,Y,Y,4928,Active,Y,1,Rain and seasonal groundwater (RGW),Artificial Path,3.9447,1.52305656,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=GLC,,18040003004612,1897448,San Joaquin Delta,18040003,Old River,1804000306,Lower Old River,180400030605,WG,N,0,N,N,N,N,Y,,0,water quality,High Priority - Keep Gage Active,,,,,B,B,,POINT (-136111.82359999977 -20733.96680000052),GLC
GMR,GREEN VALLEY CK AT MARTINELLI RD,Active-Limited Use,OTHER,CDEC,Active,Y,1767,Active,Y,N,0,,N,N,0,,N,N,0,,N,3,Rain and seasonal groundwater (RGW),Stream/River - Perennial,98.2782,37.94540958,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=GMR,224576,18010110000013,8273219,Russian,18010110,Lower Russian River,1801011009,Green Valley Creek,180101100901,AWG,N,0,Y,N,N,Y,,,3,multi-benefit,Upgrade,,,,B,,B,,POINT (-253346.40430000052 55261.944000000134),GMR
GSM,GEORGIANA SLOUGH AT MOKELUMNE R,Active-Limited Use,DWR,CDEC,Active,Y,1603,Active,Y,N,0,,N,N,0,,N,N,0,,N,7,Rain and seasonal groundwater (RGW),Artificial Path,65140.2738,25150.7899947,http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=GSM,224123,18040012023499,15059791,Upper Mokelumne,18040012,Lower Mokelumne River,1804001211,South Mokelumne River-Mokelumne River,180400121106,AWG,N,0,Y,N,N,Y,,,0,multi-benefit,High Priority - Add Water Temperature,,,,B,Y,B,,POINT (-138583.52070000023 13780.764000000432),GSM
GTB,GALINDO CREEK AT TREAT BLVD,Active-Limited Use,OTHER,CDEC,Active,Y,1135,Active,Y,N,0,,N,N,0,,N,N,0,,N,2,Perennial groundwater and rain (PGR),Stream/River - Intermittent,13.6089,5.25442351,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=GTB,224011,18050001001552,2790323,Suisun Bay,18050001,Walnut Creek-Frontal Suisin Bay Estuaries,1805000102,Pine Creek,180500010203,AWG,N,0,Y,N,N,Y,,,0,high combined score,High Priority - Add Water Temperature,,,,,,,,POINT (-174762.95219999924 -4269.17650000006),GTB
GVB,RUSSIAN RIVER AT GUERNEVILLE BRIDGE,Active-Limited Use,OTHER,CDEC,Active,Y,8387,Active,Y,N,0,,N,N,0,,N,N,0,,N,5,Winter storms (WS),Artificial Path,3489.1767,1347.17810222,http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=GVB,267200,18010110001364,8272675,Russian,18010110,Lower Russian River,1801011009,Dutch Bill Creek-Russian River,180101100903,AWG,N,0,Y,N,N,Y,,,0,multi-benefit,High Priority - Add Water Temperature,,,,B,,B,,POINT (-260775.31530000083 58091.77669999935),GVB
GVD,GREEN VALLEY CREEK AT DIABLO ROAD,Active-Limited Use,OTHER,CDEC,Active,Y,1522,Active,Y,N,0,,N,N,0,,N,N,0,,N,3,Perennial groundwater and rain (PGR),Stream/River - Intermittent,25.677,9.91394105,http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=GVD,224574,18050001001067,2790413,Suisun Bay,18050001,Walnut Creek-Frontal Suisin Bay Estuaries,1805000102,San Ramon Creek,180500010201,AWG,N,0,Y,N,N,Y,,,0,NA,None - Needs Water Temperature,,,,,,,,POINT (-174622.8752999995 -19239.338500000536),GVD
GVO,GRASS VALLEY CREEK,Inactive,OTHER,CDEC,Active,Y,0,Inactive,N,N,0,,N,N,0,,N,Y,8004,Active,Y,2,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,27.3879,10.57452297,http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=GVO,260796,18010211000160,8245934,Trinity,18010211,Weaver Creek-Trinity River,1801021107,Grass Valley Creek,180102110702,exclude,Y,1,N,Y,N,N,,,0,NA,None,,,,,,,,POINT (-233682.5583999995 293259.7857000008),GVO
GYS,GOODYEAR SLOUGH,Active-Limited Use,DWR,CDEC,Active,Y,9635,Active,Y,N,0,,N,Y,4965,Active,Y,Y,9635,Active,Y,1,,Stream/River - Perennial,21.7224,8.38706208,http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=GYS,224320,18050001001603,2784993,Suisun Bay,18050001,Suisun Bay,1805000104,Suisun Bay Estuaries,180500010401,AWG,N,0,Y,Y,N,N,,,0,multi-benefit,High Priority - Keep Gage Active,,,,B,,B,,POINT (-183514.57829999924 13362.600099999458),GYS
HCC,HELMS CK BLW COURTRIGHT,Active-Limited Use,OTHER,CDEC,Active,Y,4482,Active,Y,N,0,,N,N,0,,N,N,0,,N,3,Snowmelt (SM),Stream/River - Perennial,102.5991,39.61371771,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=HCC,261258,18030010000311,22048993,Upper King,18030010,North Fork Kings River,1803001006,Helms Creek,180300100602,AWG,N,0,Y,N,N,Y,,,0,NA,None - Needs Water Temperature,,,,,,,,POINT (91526.26280000061 -104018.2519000005),HCC
HIQ,FRESNO R BLW HIDDEN DAM,Active-Limited Use,OTHER,CDEC,Active,Y,3998,Active,Y,N,0,,N,N,0,,N,Y,3998,Active,Y,4,Rain and seasonal groundwater (RGW),Stream/River - Intermittent,636.4449,245.73264878,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=HIQ,253591,18040007000005,17100573,Fresno River,18040007,Middle Fresno River,1804000703,Mud Spring Creek-Fresno River,180400070303,AWG,N,0,Y,Y,N,N,,,0,high combined score,High Priority - Keep Gage Active,,,,,,,,POINT (9918.865100000054 -101326.00679999962),HIQ
HRY,STRONG RANCH - HURLEY WAY,Active-Limited Use,OTHER,CDEC,Active,Y,2110,Active,Y,N,0,,N,N,0,,N,N,0,,N,2,Winter storms (WS),Stream/River - Intermittent,18.1845,7.02107182,http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=HRY,235605,18020111000260,948021135,Lower American,18020111,American River,1802011102,Lower American River,180201110202,AWG,N,0,Y,N,N,Y,,,0,multi-benefit,High Priority - Add Water Temperature,,,,B,B,B,,POINT (-122268.27569999918 64365.637199999765),HRY
HST,AMERICAN RIVER AT H STREET BRIDGE,Active-Limited Use,DWR,CDEC,Active,Y,13514,Active,Y,N,0,,N,N,0,,N,N,0,,N,6,High-volume snowmelt and rain (HSR),Artificial Path,5038.5969,1945.41234028,http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=HST,,18020111000010,948021144,Lower American,18020111,American River,1802011102,Lower American River,180201110202,AWG,N,0,Y,N,N,Y,,,0,multi-benefit,High Priority - Add Water Temperature,Forecast,,,B,B,B,Y,POINT (-123859.26139999926 62333.495600000024),HST
HUN,HUNTER CUT AT MONTEZUMA SLOUGH,Active-Limited Use,DWR,CDEC,Active,Y,4333,Active,Y,N,0,,N,Y,4333,Active,Y,Y,4333,Active,Y,0,Rain and seasonal groundwater (RGW),Canal/Ditch,348.786,0.0,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=HUN,225785,18050001000258,2785507,Suisun Bay,18050001,Suisun Bay,1805000104,Suisun Bay Estuaries,180500010401,AWG,N,0,Y,Y,N,N,Y,,0,multi-benefit,High Priority - Keep Gage Active,,,,B,,B,,POINT (-179654.43370000087 17447.479800000787),HUN
IBS,IBIS,Active-Limited Use,DWR,CDEC,Active,Y,9680,Active,Y,N,0,,N,Y,6124,Active,Y,Y,6124,Active,Y,3,Rain and seasonal groundwater (RGW),Stream/River - Perennial,118.0125,45.56486228,http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=IBS,,18050001000143,2784861,Suisun Bay,18050001,Suisun Bay,1805000104,Suisun Bay Estuaries,180500010401,AWG,N,0,Y,Y,N,N,,,0,multi-benefit,High Priority - Keep Gage Active,,,,B,,B,,POINT (-184927.4046 17679.783500000834),IBS
ING,INGRAM CREEK,Active-Limited Use,OTHER,CDEC,Active,Y,5819,Active,Y,N,0,,N,Y,5819,Active,Y,Y,5819,Active,Y,4,,Canal/Ditch,125.2809,48.37120605,http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=ING,,18040002001000,2820000,Lower San Joaquin River,18040002,Ingram Creek-San Joaquin River,1804000205,Ingram Creek,180400020502,AWG,N,0,Y,Y,N,N,,,0,high combined score,High Priority - Keep Gage Active,,,,,,,,POINT (-108019.36639999971 -45556.43960000016),ING
ISH,ITALIAN SLOUGH HEADWATER NR BYRON,Active-Limited Use,DWR,CDEC,Active,Y,5861,Active,Y,N,0,,N,N,0,,N,N,0,,N,1,Rain and seasonal groundwater (RGW),Stream/River - Perennial,3.6117,1.39448459,https://sanjoaquin.onerain.com/site.php?site_id=12972&site=48582426-f060-4be2-b259-dbcedceda75a,,18040003005133,948040391,San Joaquin Delta,18040003,Old River,1804000306,Lower Old River,180400030605,AWG,N,0,Y,N,N,Y,,,0,multi-benefit,High Priority - Add Water Temperature,,,,,Y,B,,POINT (-140897.44549999945 -18413.726700000465),ISH
JRM,ST JOHNS R BLW MCKAY POINT,Active-Limited Use,OTHER,CDEC,Active,Y,3998,Active,Y,N,0,,N,N,0,,N,N,0,,N,5,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,1683.873,650.14673305,http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=JRM,248640,18030007005934,17153550,Upper Kaweah,18030007,Upper Cross Creek,1803000711,Saint Johns River,180300071102,AWG,N,0,Y,N,N,Y,,,3,multi-benefit,Upgrade,,,,,B,,,POINT (85265.5727000013 -180363.70409999974),JRM
KCH,KELSEY CK NR HOBERGS,Active-Limited Use,USGS,NWIS,Active,Y,1898,Active,Y,N,0,,N,N,0,,N,N,0,,N,3,Rain and seasonal groundwater (RGW),Stream/River - Perennial,27.9972,10.80977491,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=KCH,262116,18020116000677,8009441,Upper Cache,18020116,Kelsey Creek-Clear Lake,1802011603,Kelsey Creek,180201160303,AWG,N,0,Y,N,N,Y,,,0,water supply,High Priority - Add Water Temperature,,,,,B,,,POINT (-239130.19459999911 96491.44370000064),KCH
KLG,COLUSA BASIN DRAIN AT KNIGHTS LANDING,Active-Limited Use,DWR,CDEC,Active,Y,2100,Active,Y,N,0,,N,N,0,,N,N,0,,N,6,Rain and seasonal groundwater (RGW),Canal/Ditch,32963.0553,12727.1015774,http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=KLG,233704,18020104002412,2858177,Sacramento-Stone Corral,18020104,Colusa Basin Drainage Canal,1802010410,Smith Creek-Colusa Basin Drainage Canal,180201041008,AWG,N,0,Y,N,N,Y,,,0,NA,None - Needs Water Temperature,,,,,Y,,,POINT (-149653.2042999994 88397.68090000004),KLG
KNL,SACRAMENTO RIVER AT KNIGHTS LANDING,Active-Limited Use,DWR,CDEC,Active,Y,8507,Active,Y,N,0,,N,N,0,,N,N,0,,N,7,Groundwater (GW),Artificial Path,36232.8291,13989.5677812,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=KNL,1654949,18020104004149,2858217,Sacramento-Stone Corral,18020104,Sacramento River,1802010412,Packer Lake-Sacramento River,180201041203,AWG,N,0,Y,N,N,Y,,,0,multi-benefit,High Priority - Add Water Temperature,,,,B,Y,B,,POINT (-148926.35899999924 88768.71429999918),KNL
KRG,KELLY RIDGE POWER HOUSE,Infrastructure_Eliminate,OTHER,CDEC,Active,Y,898,Active,Y,N,0,,N,N,0,,N,Y,2447,Active,Y,0,,Pipeline,0.0,0.0,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=KRG,,18020159005541,7968481,Honcut Headwaters-Lower Feather,18020159,Upper Feather River,1802015902,Oregon Gulch-Feather River,180201590202,exclude,N,0,N,N,N,N,Y,,0,,None,,,,B,B,,B,POINT (-128103.30810000002 169440.43850000016),KRG
KRM,KAWEAH R BLW MCKAY POINT,Active-Limited Use,OTHER,CDEC,Active,Y,3998,Active,Y,N,0,,N,N,0,,N,N,0,,N,5,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,1709.568,660.06762394,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=KRM,271849,18030007005902,17158894,Upper Kaweah,18030007,Horse Creek-Kaweah River,1803000709,Lake Kaweah-Kaweah River,180300070902,AWG,N,0,Y,N,N,Y,,,3,multi-benefit,Upgrade,,,,,B,,,POINT (85246.47080000117 -180628.43740000017),KRM
LCF,LITTLEJOHN CK AT FARMINGTON,Active-Limited Use,OTHER,CDEC,Active,Y,3998,Active,Y,N,0,,N,N,0,,N,N,0,,N,5,Rain and seasonal groundwater (RGW),Stream/River - Perennial,569.9907,220.07454925,http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=LCF,1654924,18040051003321,2819530,Rock Creek-French Camp Slough,18040051,Littlejohns Creek,1804005102,Simmons Creek-Littlejohns Creek,180400510204,AWG,N,0,Y,N,N,Y,,,3,multi-benefit,Upgrade,,,,,B,,B,POINT (-87951.33700000122 -9520.419700000435),LCF
LCO,LINDA CREEK AT CHAMPION OAKS,Active-Limited Use,OTHER,CDEC,Active,Y,7647,Active,Y,N,0,,N,N,0,,N,N,0,,N,2,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,4855.0266,1874.53548031,http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=LCO,255104,18020111000180,15022339,Lower American,18020111,Dry Creek,1802011101,Linda Creek-Cirby Creek,180201110104,AWG,N,0,Y,N,N,Y,,,0,NA,None - Needs Water Temperature,,,,,,,,POINT (-108242.09450000152 79755.4963000007),LCO
LDT,LAKE DAVIS TAILRACE,Active-Limited Use,DWR,CDEC,Active,Y,1228,Active,Y,N,0,,N,N,0,,N,N,0,,N,3,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,120.9186,46.6869133,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=LDT,256938,18020123000296,8039223,Middle Fork Feather,18020123,Upper Middle Fork Feather River,1802012304,Big Grizzly Creek,180201230401,AWG,N,0,Y,N,N,Y,,,2,flood,Upgrade,,,,,Y,B,B,POINT (-40696.06309999898 207561.31570000015),LDT
LIR,LIBERTY ISLAND - RD2068,Active-Limited Use,DWR,CDEC,Active,Y,8414,Active,Y,N,0,,N,N,0,,N,N,0,,N,0,,Canal/Ditch,141.7905,0.0,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=LIR,,18020163013889,15048167,Lower Sacramento,18020163,Cache Slough,1802016306,Toe Drain-Cache Slough,180201630606,AWG,N,0,Y,N,N,Y,,,0,multi-benefit,High Priority - Add Water Temperature,,,,B,B,B,F,POINT (-147916.45849999972 36106.97499999963),LIR
LIY,LIBERTY ISLAND - YOLO BYPASS,Active-Limited Use,DWR,CDEC,Active,Y,5574,Active,Y,N,0,,N,N,0,,N,N,0,,N,0,,Canal/Ditch,141.7905,0.0,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=LIY,,18020163013889,15048167,Lower Sacramento,18020163,Cache Slough,1802016306,Toe Drain-Cache Slough,180201630606,AWG,N,0,Y,N,N,Y,,,0,multi-benefit,High Priority - Add Water Temperature,,,,B,B,B,F,POINT (-147916.46609999985 36106.53079999983),LIY
LNB,SUTTER BYPASS AT LONGBRIDGE,Active-Limited Use,OTHER,CDEC,Active,Y,8507,Active,Y,N,0,,N,N,0,,N,N,0,,N,2,Rain and seasonal groundwater (RGW),Stream/River - Perennial,32076.6165,12384.8457839,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=LNB,,18020104008780,7970701,Sacramento-Stone Corral,18020104,Sutter Basin,1802010411,Long Lake-Sutter Basin,180201041101,AWG,N,0,Y,N,N,Y,,,2,multi-benefit,Upgrade,,,,,B,,,POINT (-158876.85859999992 127328.40670000017),LNB
LOR,LINDA CREEK AT OAK RIDGE ROAD,Active-Limited Use,OTHER,CDEC,Active,Y,7647,Active,Y,N,0,,N,N,0,,N,N,0,,N,2,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,4868.5203,1879.74542487,http://cdec.water.ca.gov/cgi-progs/staMeta?station_id=LOR,255104,18020111000179,15024809,Lower American,18020111,Dry Creek,1802011101,Linda Creek-Cirby Creek,180201110104,AWG,N,0,Y,N,N,Y,,,0,NA,None - Needs Water Temperature,,,,,,,,POINT (-109988.76819999889 80312.82349999994),LOR
LRS,LOST RIVER,Active-Limited Use,OTHER,CDEC,Active,Y,8356,Active,Y,N,0,,N,N,0,,N,N,0,,N,5,High elevation low precipitation (HLP),Stream/River - Perennial,1826.7588,705.3152262,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=LRS,1123515,18010204000047,2556339,Lost,18010204,Rock Creek-Lost River,1801020404,Cape Horne-Lost River,180102040404,AWG,N,0,Y,N,N,Y,,,3,ecosystem,Upgrade,,,,B,,,,POINT (-89331.80649999902 434740.1863000002),LRS
LSR,LITTLE SHASTA R NR MONTAGUE,Active-High Quality,OTHER,CDEC,Active,Y,3768,Active,Y,Y,1259,Active,Y,N,0,,N,N,0,,N,3,High elevation low precipitation (HLP),Stream/River - Perennial,155.3292,59.97291478,https://cdec.water.ca.gov/dynamicapp/staMeta?station_id=LSR,262723,18010207000061,3917198,Shasta,18010207,Little Shasta River,1801020703,Middle Little Shasta River,180102070303,WG,N,0,N,N,N,Y,,,0,NA,None - Needs Water Temperature,,,,,B,,,POINT (-195786.02759999968 415196.6253999993),LSR
